PLAYER_ID,FGA,season
1627855,2.0,2018-19
1627863,289.0,2018-19
1627883,62.0,2018-19
1627884,325.0,2018-19
1627885,424.0,2018-19
1627936,171.0,2018-19
1628021,259.0,2018-19
1628035,334.0,2018-19
1628070,18.0,2018-19
1628249,16.0,2018-19
1628365,155.0,2018-19
1628366,456.0,2018-19
1628367,840.0,2018-19
1628368,1099.0,2018-19
1628369,1148.0,2018-19
1628370,586.0,2018-19
1628371,639.0,2018-19
1628372,650.0,2018-19
1628373,272.0,2018-19
1628374,785.0,2018-19
1628378,1606.0,2018-19
1628379,567.0,2018-19
1628380,476.0,2018-19
1628381,831.0,2018-19
1628382,484.0,2018-19
1628383,7.0,2018-19
1628384,402.0,2018-19
1628385,348.0,2018-19
1628386,600.0,2018-19
1628387,3.0,2018-19
1628388,186.0,2018-19
1628389,486.0,2018-19
1628390,448.0,2018-19
1628391,265.0,2018-19
1628392,43.0,2018-19
1628393,14.0,2018-19
1628395,220.0,2018-19
1628396,16.0,2018-19
1628397,212.0,2018-19
1628398,1087.0,2018-19
1628399,18.0,2018-19
1628400,167.0,2018-19
1628401,618.0,2018-19
1628402,448.0,2018-19
1628403,53.0,2018-19
1628404,464.0,2018-19
1628405,73.0,2018-19
1628407,257.0,2018-19
1628408,21.0,2018-19
1628410,64.0,2018-19
1628411,292.0,2018-19
1628412,169.0,2018-19
1628413,179.0,2018-19
1628414,55.0,2018-19
1628415,122.0,2018-19
1628416,264.0,2018-19
1628417,107.0,2018-19
1628418,484.0,2018-19
1628420,785.0,2018-19
1628421,32.0,2018-19
1628422,689.0,2018-19
1628425,349.0,2018-19
1628432,12.0,2018-19
1628436,272.0,2018-19
1628439,8.0,2018-19
1628443,140.0,2018-19
1628449,81.0,2018-19
1628462,40.0,2018-19
1628463,10.0,2018-19
1628464,280.0,2018-19
1628467,386.0,2018-19
1628469,396.0,2018-19
1628470,430.0,2018-19
1628505,8.0,2018-19
1628513,20.0,2018-19
1628515,138.0,2018-19
1628518,16.0,2018-19
1628537,10.0,2018-19
1628605,12.0,2018-19
1628656,25.0,2018-19
1628769,3.0,2018-19
1628959,39.0,2018-19
1628960,185.0,2018-19
1628961,3.0,2018-19
1628963,704.0,2018-19
1628964,229.0,2018-19
1628966,142.0,2018-19
1628969,563.0,2018-19
1628970,511.0,2018-19
1628971,329.0,2018-19
1628972,226.0,2018-19
1628973,564.0,2018-19
1628975,185.0,2018-19
1628976,365.0,2018-19
1628977,164.0,2018-19
1628978,124.0,2018-19
1628979,3.0,2018-19
1628980,57.0,2018-19
1628982,26.0,2018-19
1628983,776.0,2018-19
1628984,216.0,2018-19
1628988,267.0,2018-19
1628989,658.0,2018-19
1628990,209.0,2018-19
1628991,590.0,2018-19
1628993,15.0,2018-19
1628995,899.0,2018-19
1628999,4.0,2018-19
1629001,256.0,2018-19
1629002,58.0,2018-19
1629003,87.0,2018-19
1629004,139.0,2018-19
1629006,508.0,2018-19
1629010,124.0,2018-19
1629011,286.0,2018-19
1629012,1189.0,2018-19
1629013,592.0,2018-19
1629014,70.0,2018-19
1629015,34.0,2018-19
1629016,244.0,2018-19
1629017,81.0,2018-19
1629018,50.0,2018-19
1629019,508.0,2018-19
1629020,18.0,2018-19
1629021,169.0,2018-19
1629022,54.0,2018-19
1629026,277.0,2018-19
1629027,1257.0,2018-19
1629028,870.0,2018-19
1629029,1187.0,2018-19
1629033,81.0,2018-19
1629034,47.0,2018-19
1629045,39.0,2018-19
1629053,4.0,2018-19
1629055,2.0,2018-19
1629057,53.0,2018-19
1629058,25.0,2018-19
1629059,290.0,2018-19
1629061,36.0,2018-19
1629066,469.0,2018-19
1629067,32.0,2018-19
1629093,1.0,2018-19
1629094,33.0,2018-19
1629102,60.0,2018-19
1629109,151.0,2018-19
1629116,5.0,2018-19
1629118,13.0,2018-19
1629121,110.0,2018-19
1629122,9.0,2018-19
1629123,38.0,2018-19
1629126,87.0,2018-19
1629130,46.0,2018-19
1629133,27.0,2018-19
1629139,51.0,2018-19
1629140,107.0,2018-19
1629147,3.0,2018-19
1629150,7.0,2018-19
1629151,127.0,2018-19
1629152,10.0,2018-19
1629155,1.0,2018-19
1629164,23.0,2018-19
1629168,18.0,2018-19
1629185,8.0,2018-19
1629203,32.0,2018-19
1629234,26.0,2018-19
1629244,78.0,2018-19
1629312,10.0,2018-19
1629353,21.0,2018-19
1629541,47.0,2018-19
1713,304.0,2019-20
2037,4.0,2019-20
2199,18.0,2019-20
2544,1678.0,2019-20
2546,833.0,2019-20
2594,334.0,2019-20
2617,11.0,2019-20
2730,331.0,2019-20
2738,151.0,2019-20
2747,48.0,2019-20
2772,313.0,2019-20
101107,300.0,2019-20
101108,999.0,2019-20
101133,211.0,2019-20
101139,59.0,2019-20
101141,315.0,2019-20
101150,1080.0,2019-20
200746,776.0,2019-20
200752,584.0,2019-20
200755,627.0,2019-20
200757,91.0,2019-20
200765,446.0,2019-20
200768,936.0,2019-20
200782,514.0,2019-20
200794,556.0,2019-20
200826,208.0,2019-20
201143,733.0,2019-20
201144,630.0,2019-20
201145,447.0,2019-20
201147,4.0,2019-20
201149,8.0,2019-20
201152,587.0,2019-20
201158,312.0,2019-20
201162,64.0,2019-20
201163,183.0,2019-20
201188,338.0,2019-20
201229,181.0,2019-20
201565,734.0,2019-20
201566,1419.0,2019-20
201567,727.0,2019-20
201568,896.0,2019-20
201569,639.0,2019-20
201571,508.0,2019-20
201572,772.0,2019-20
201577,301.0,2019-20
201580,337.0,2019-20
201583,7.0,2019-20
201584,79.0,2019-20
